,common_length,guid,l,timebin,publication_date,publication_name,ratio,ressort,source_length,source_title,title,url,parent,p,trend_rank_1_1h,trend_rank_2_1h,trend_1h,trend_rank_1_3h,trend_rank_2_3h,trend_3h,title_package
18,41,urn:newsml:dpa.com:20090101:170711-99-203212,44,2017-09-12 09:30:00,2017-09-12T09:52:08,www.8743180313.de,0.931818181818182,wi,44,Geplante Sky-Übernahme: Triumph oder Demütigung für Rupert Murdoch?,Geplante Sky-Übernahme: Triumph oder Demütigung für Rupert Murdoch?,http://6562081665504474784,urn:newsml:dpa.com:20090101:170711-99-203212,False,,,,,,,
19,49,urn:newsml:dpa.com:20090101:170711-99-203212,52,2017-09-12 18:00:00,2017-09-12T18:05:52,www.3085701086.de,0.942307692307692,wi,46,Geplante Sky-Übernahme: Triumph oder Demütigung für Rupert Murdoch?,Geplante Sky-Übernahme,http://5621062982612557953,urn:newsml:dpa.com:20090101:170711-99-203212,False,,,,,,,
20,25,urn:newsml:dpa.com:20090101:170725-99-383546,44,2017-09-12 15:00:00,2017-09-12T15:27:49,www.5689269867.de,0.568181818181818,vm,47,Politische Korrektheit - gesellschaftlicher Fortschritt oder Zensur?,„Mohrenkopftorte“ bei Niederegger heißt jetzt „Othellotorte“,http://7350115236215881477,urn:newsml:dpa.com:20090101:170725-99-383546,False,,,,,,,
21,10,urn:newsml:dpa.com:20090101:170815-90-006837,10,2017-09-12 08:30:00,2017-09-12T08:45:00,www.3868176024.de,1.0,ku,10,«Traumzauberbaum»-Archiv geplant,"""Traumzauberbaum""-Archiv geplant",http://2666882067534256661,urn:newsml:dpa.com:20090101:170911-99-01298,True,,,,,,,Moosmutzel und Springginkel - Monika Ehrhardt-Lakomy wird 70
22,28,urn:newsml:dpa.com:20090101:170815-99-648959,31,2017-09-12 00:00:00,2017-09-12T00:08:01,www.9511701549.de,0.9032258064516132,vm,30,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»,Straßburg: Terrorjagd im Netz,http://3803382119485605849,urn:newsml:dpa.com:20090101:170911-99-996403,True,,,,,,,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»
23,28,urn:newsml:dpa.com:20090101:170815-99-648959,32,2017-09-12 00:00:00,2017-09-12T00:15:16,www.7219515982.de,0.875,vm,30,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»,Terrorjagd im Netz,http://923663887545235910,urn:newsml:dpa.com:20090101:170911-99-996403,True,,,,,,,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»
24,25,urn:newsml:dpa.com:20090101:170815-99-648959,33,2017-09-12 08:00:00,2017-09-12T08:11:15,www.3628711239.de,0.7575757575757579,vm,30,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»,Wissenswert: Doku „Terrorjagd im Netz“,http://8270464158819117620,urn:newsml:dpa.com:20090101:170911-99-996403,True,,,,,,,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»
25,30,urn:newsml:dpa.com:20090101:170815-99-648959,30,2017-09-12 00:30:00,2017-09-12T00:45:40,www.6437630166.de,1.0,vm,30,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»,Terrorjagd im Netz,http://6166148464560320161,urn:newsml:dpa.com:20090101:170911-99-996403,True,,,,,,,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»
26,25,urn:newsml:dpa.com:20090101:170815-99-648959,27,2017-09-12 03:30:00,2017-09-12T03:39:10,www.2806519515.de,0.9259259259259259,vm,30,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»,Terrorjagd im Netz,http://1105852937560000489,urn:newsml:dpa.com:20090101:170911-99-996403,True,,,,,,,Spannend wie ein Thriller: Arte-Doku «Terrorjagd im Netz»
27,31,urn:newsml:dpa.com:20090101:170817-99-680014,35,2017-09-12 00:30:00,2017-09-12T00:48:03,www.9511701549.de,0.8857142857142861,ku,33,«Wiener Straße» - Ein Wiedersehen mit Herrn Lehmann,Berlin: „Wiener Straße“: Ein Wiedersehen mit Herrn Lehmann,http://4466149895481973848,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
28,30,urn:newsml:dpa.com:20090101:170817-99-680014,33,2017-09-12 13:30:00,2017-09-12T13:35:28,www.3697935600.de,0.9090909090909092,ku,33,«Wiener Straße» - Ein Wiedersehen mit Herrn Lehmann,"Literatur   ""Wiener Straße"": Ein Wiedersehen mit Herrn Lehmann",http://8940138873549379311,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
29,51,urn:newsml:dpa.com:20090101:170829-99-828427,57,2017-09-12 15:30:00,2017-09-12T15:34:22,www.6064610052.de,0.8947368421052628,vm,64,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative,16-Milliarden-Bau in der City: Wie Londons neue Mega-U-Bahn entsteht,http://6681670664192045139,urn:newsml:dpa.com:20090101:170912-99-10816,True,,,,,,,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative
30,51,urn:newsml:dpa.com:20090101:170829-99-828427,59,2017-09-12 10:30:00,2017-09-12T10:44:14,www.7244584622.de,0.8644067796610171,vm,64,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative,Londons neue U-Bahn der Superlative,http://1781722121737001518,urn:newsml:dpa.com:20090101:170912-99-10816,True,,,,,,,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative
31,54,urn:newsml:dpa.com:20090101:170829-99-828427,74,2017-09-12 10:00:00,2017-09-12T10:22:44,www.5540544665.de,0.72972972972973,vm,64,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative,Gigantisches Projekt London bekommt eine neue U-Bahn der Superlative,http://3417423637998215084,urn:newsml:dpa.com:20090101:170912-99-10816,True,,,,,,,Milliarden-Projekt Crossrail: Londons neue U-Bahn der Superlative
32,17,urn:newsml:dpa.com:20090101:170829-99-830651,18,2017-09-12 00:00:00,2017-09-12T00:08:27,www.1545097193.de,0.944444444444444,vm,18,Kalenderblatt 2017: 13. September,Kalenderblatt 2017: 13. September,http://7870232555744845426,urn:newsml:dpa.com:20090101:170829-99-830651,False,,,,,,,
33,17,urn:newsml:dpa.com:20090101:170829-99-830651,18,2017-09-12 00:00:00,2017-09-12T00:17:51,www.6724487064.de,0.944444444444444,vm,18,Kalenderblatt 2017: 13. September,Kalenderblatt 2017: 13. September,http://2552755414020007097,urn:newsml:dpa.com:20090101:170829-99-830651,False,,,,,,,
34,17,urn:newsml:dpa.com:20090101:170829-99-830651,18,2017-09-12 00:30:00,2017-09-12T00:32:23,www.2664196293.de,0.944444444444444,vm,18,Kalenderblatt 2017: 13. September,Kalenderblatt 2017: 13. September,http://1749306634541242657,urn:newsml:dpa.com:20090101:170829-99-830651,False,,,,,,,
35,36,urn:newsml:dpa.com:20090101:170830-99-847993,38,2017-09-12 12:30:00,2017-09-12T12:54:31,www.3697935600.de,0.947368421052632,ku,40,«Phantome»: Neugier auf die Nachbarn,"Literatur   ""Phantome"" von Robert Prosser: Neugier auf die Nachbarn",http://3769753181337261523,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
36,9,urn:newsml:dpa.com:20090101:170831-99-852746,11,2017-09-12 13:30:00,2017-09-12T13:35:28,www.3697935600.de,0.818181818181818,ku,28,Neuerscheinungen - Kriminalromane,"Literatur   Sekten-Horror: ""Der Hirte"" von Ingar Johnsrud",http://750440370052018279,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
37,37,urn:newsml:dpa.com:20090101:170901-99-871956,42,2017-09-12 16:00:00,2017-09-12T16:17:20,www.1545097193.de,0.880952380952381,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://2798418840621004671,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
38,15,urn:newsml:dpa.com:20090101:170901-99-871956,30,2017-09-12 20:30:00,2017-09-12T20:58:02,www.1522120359.de,0.5,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Von „irrelevant“ zu erdrückend,http://8095618295040617636,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
39,35,urn:newsml:dpa.com:20090101:170901-99-871956,41,2017-09-12 16:00:00,2017-09-12T16:14:17,www.8622151120.de,0.8536585365853661,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://2214796032816838943,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
40,38,urn:newsml:dpa.com:20090101:170901-99-871956,39,2017-09-12 16:30:00,2017-09-12T16:47:34,www.2388857132.de,0.974358974358974,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://4536388518974028450,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
41,38,urn:newsml:dpa.com:20090101:170901-99-871956,40,2017-09-12 18:00:00,2017-09-12T18:27:15,www.8546979656.de,0.95,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://7447048041406828540,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
42,38,urn:newsml:dpa.com:20090101:170901-99-871956,39,2017-09-12 16:00:00,2017-09-12T16:03:28,www.3864021906.de,0.974358974358974,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://74565258804308621,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
43,38,urn:newsml:dpa.com:20090101:170901-99-871956,39,2017-09-12 16:00:00,2017-09-12T16:02:18,www.6724487064.de,0.974358974358974,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://4491885189190482912,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
44,37,urn:newsml:dpa.com:20090101:170901-99-871956,39,2017-09-12 16:00:00,2017-09-12T16:28:47,www.4360092911.de,0.9487179487179492,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://7292129244920679557,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
45,39,urn:newsml:dpa.com:20090101:170901-99-871956,41,2017-09-12 16:00:00,2017-09-12T16:14:33,www.7368811707.de,0.9512195121951221,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://3875818664714789724,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
46,37,urn:newsml:dpa.com:20090101:170901-99-871956,42,2017-09-12 16:00:00,2017-09-12T16:09:56,www.5134050393.de,0.880952380952381,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://4966073067699608177,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
47,38,urn:newsml:dpa.com:20090101:170901-99-871956,40,2017-09-12 17:00:00,2017-09-12T17:04:14,www.2664196293.de,0.95,pl,41,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,Mit allen Mitteln: Anklage will lebenslang für Zschäpe,http://7868483364835449752,urn:newsml:dpa.com:20090101:170912-99-11558,True,,,,,,,Bundesanwaltschaft fordert im NSU-Prozess Höchststrafe für Zschäpe
48,30,urn:newsml:dpa.com:20090101:170903-99-897654,33,2017-09-12 12:30:00,2017-09-12T12:54:31,www.3697935600.de,0.9090909090909092,ku,35,"Ernüchtert, nicht hoffnungslos - Chomsky zum Amerikanischen Traum","Literatur   Ernüchtert, nicht hoffnungslos: Chomskys ""American Dream""",http://6549217624589339514,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
49,26,urn:newsml:dpa.com:20090101:170903-99-897654,35,2017-09-12 15:00:00,2017-09-12T15:29:08,www.7197143119.de,0.7428571428571431,ku,35,"Ernüchtert, nicht hoffnungslos - Chomsky zum Amerikanischen Traum",Chomskys Abrechnung mit dem Amerikanischen Traum,http://4163158869049974036,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
50,25,urn:newsml:dpa.com:20090101:170904-99-903291,31,2017-09-12 00:30:00,2017-09-12T00:48:01,www.9511701549.de,0.8064516129032261,ku,29,Innovativer Sklaverei-Roman: «Underground Railroad»,Berlin: Innovativer Sklaverei-Roman: „Underground Railroad“,http://5796348222002353574,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
51,24,urn:newsml:dpa.com:20090101:170904-99-903291,29,2017-09-12 13:30:00,2017-09-12T13:35:28,www.3697935600.de,0.827586206896552,ku,29,Innovativer Sklaverei-Roman: «Underground Railroad»,"Literatur   Innovativer Sklaverei-Roman: ""Underground Railroad""",http://8477887541443041462,urn:newsml:dpa.com:20090101:170912-99-12493,True,,,,,,,Brillantes Vexierspiel: Sasha Marianna Salzmanns Debüt «Außer sich»
52,5,urn:newsml:dpa.com:20090101:170904-99-908058,7,2017-09-12 04:30:00,2017-09-12T04:50:17,www.8170413505.de,0.7142857142857141,sp,6,Reus erwartungsgemäß nicht im Dortmunder Champions-League-Aufgebot,Reus nicht im Dortmunder Champions-League-Aufgebot,http://3788068280056289463,urn:newsml:dpa.com:20090101:170904-99-908058,False,,,,,,,
53,26,urn:newsml:dpa.com:20090101:170904-99-910754,38,2017-09-12 15:30:00,2017-09-12T15:34:16,www.6064610052.de,0.6842105263157889,ku,35,«Logan Lucky»: Steven Soderbergh kehrt ins Kino zurück,"007, bist du's?: Daniel Craig landet ""Logan Lucky""-Kracher",http://5973228524734219575,urn:newsml:dpa.com:20090101:170907-99-946270,True,,,,,,,«Logan Lucky»: Steven Soderbergh kehrt ins Kino zurück
54,30,urn:newsml:dpa.com:20090101:170905-99-914074,34,2017-09-12 14:30:00,2017-09-12T14:46:06,www.1545097193.de,0.8823529411764711,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://7158858576762701549,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
55,29,urn:newsml:dpa.com:20090101:170905-99-914074,32,2017-09-12 10:00:00,2017-09-12T10:01:04,www.8748220420.de,0.90625,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://8215783353077241750,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
56,29,urn:newsml:dpa.com:20090101:170905-99-914074,33,2017-09-12 10:00:00,2017-09-12T10:09:53,www.4118032977.de,0.8787878787878791,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://6947680374862814164,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
57,29,urn:newsml:dpa.com:20090101:170905-99-914074,31,2017-09-12 10:00:00,2017-09-12T10:05:21,www.2076157561.de,0.935483870967742,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://798138062867274234,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
58,28,urn:newsml:dpa.com:20090101:170905-99-914074,29,2017-09-12 10:00:00,2017-09-12T10:20:00,www.6693201734.de,0.96551724137931,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://1997047959053807177,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
59,29,urn:newsml:dpa.com:20090101:170905-99-914074,31,2017-09-12 10:00:00,2017-09-12T10:05:24,www.5268360552.de,0.935483870967742,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://2210149952886396220,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
60,32,urn:newsml:dpa.com:20090101:170905-99-914074,35,2017-09-12 10:00:00,2017-09-12T10:08:01,www.5355722791.de,0.9142857142857141,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://1567488171572833843,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
61,31,urn:newsml:dpa.com:20090101:170905-99-914074,35,2017-09-12 09:30:00,2017-09-12T09:56:00,www.9511701549.de,0.8857142857142861,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Tokio: Kommt der Siegeszug der Reisbrote?,http://5594317717634953251,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
62,29,urn:newsml:dpa.com:20090101:170905-99-914074,31,2017-09-12 10:00:00,2017-09-12T10:10:49,www.7618714724.de,0.935483870967742,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://5447856375262500133,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
63,32,urn:newsml:dpa.com:20090101:170905-99-914074,34,2017-09-12 10:00:00,2017-09-12T10:21:14,www.8622151120.de,0.9411764705882352,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://1511469314540873366,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
64,29,urn:newsml:dpa.com:20090101:170905-99-914074,31,2017-09-12 11:30:00,2017-09-12T11:37:45,www.2388857132.de,0.935483870967742,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://5836003696169090862,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
65,32,urn:newsml:dpa.com:20090101:170905-99-914074,35,2017-09-12 10:30:00,2017-09-12T10:32:06,www.7219515982.de,0.9142857142857141,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://1366240361323679634,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
66,29,urn:newsml:dpa.com:20090101:170905-99-914074,32,2017-09-12 18:00:00,2017-09-12T18:27:22,www.8546979656.de,0.90625,vm,34,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?,Kommt der Siegeszug der Reisbrote?,http://5854998006708979457,urn:newsml:dpa.com:20090101:170911-99-996634,True,,,,,,,Revolution oder Rohrkrepierer: Kommt der Siegeszug der Reisbrote?
